id,age,job,marital_status,education,default_loan,balance,housing_loan,personal_loan,contact_type,day,month,duration,campaign,pdays,previous,poutcome,subscription
24692,29,ADMIN,SIN,SEC,N,464,N,N,CEL,9,11,208,2,91,3,SUC,1
24693,43,MGNT,MAR,TER,N,1646,Y,N,CEL,20,11,214,1,-1,0,UNK,0
24694,38,TECH,SIN,SEC,N,1211,Y,N,CEL,14,5,498,1,358,1,SUC,0
24695,42,SERV,MAR,SEC,N,86,Y,N,CEL,14,7,385,3,-1,0,UNK,0
24696,36,TECH,MAR,SEC,N,627,N,Y,CEL,4,2,146,3,244,1,OTH,0
24697,25,ADMIN,MAR,SEC,N,18,Y,N,CEL,18,7,225,1,-1,0,UNK,0
24698,25,SELF,SIN,SEC,N,933,Y,N,CEL,7,5,463,2,-1,0,UNK,0
24699,49,TECH,DIV,TER,N,1807,Y,N,CEL,12,3,229,1,-1,0,UNK,1
24700,35,BLUE,MAR,PRIM,N,2708,Y,N,UNK,30,5,178,2,-1,0,UNK,0
24701,39,SERV,MAR,SEC,N,800,Y,N,CEL,8,5,241,2,-1,0,UNK,0
24702,46,BLUE,SIN,PRIM,N,96,Y,N,CEL,16,4,99,1,148,1,FAIL,0
24703,37,SERV,MAR,SEC,N,981,N,N,CEL,7,7,682,2,386,1,SUC,1
24704,39,TECH,DIV,TER,N,665,Y,N,CEL,8,5,133,8,-1,0,UNK,0
24705,32,BLUE,SIN,SEC,N,476,Y,Y,UNK,19,5,503,2,-1,0,UNK,0
24706,50,MGNT,SIN,TER,N,592,N,N,CEL,8,8,445,4,-1,0,UNK,0
24707,33,SERV,SIN,SEC,N,100,Y,N,CEL,14,5,11,8,297,7,OTH,0
24708,40,BLUE,MAR,SEC,N,440,Y,N,UNK,5,6,327,2,-1,0,UNK,0
24709,55,MGNT,MAR,UNK,N,1504,Y,N,CEL,22,5,338,2,-1,0,UNK,1
24710,29,TECH,MAR,TER,N,-246,Y,N,UNK,6,6,311,3,-1,0,UNK,0
24711,48,TECH,MAR,TER,N,0,N,Y,CEL,18,11,106,1,-1,0,UNK,0
24712,29,MGNT,SIN,TER,N,5894,Y,N,UNK,16,6,223,2,-1,0,UNK,0
24713,35,MGNT,SIN,TER,N,71,Y,N,UNK,21,5,836,12,-1,0,UNK,0
24714,38,TECH,MAR,SEC,N,13,N,N,CEL,21,8,311,2,-1,0,UNK,0
24715,56,UNEMP,MAR,SEC,N,660,Y,N,UNK,6,6,72,3,-1,0,UNK,0
24716,36,BLUE,MAR,PRIM,N,277,Y,Y,CEL,5,2,239,2,-1,0,UNK,0
24717,45,BLUE,MAR,PRIM,N,271,Y,Y,CEL,17,4,245,1,343,1,FAIL,0
24718,36,TECH,DIV,TER,N,1174,Y,N,CEL,18,11,192,2,-1,0,UNK,0
24719,55,BLUE,MAR,PRIM,N,81,Y,N,UNK,28,5,172,1,-1,0,UNK,0
24720,45,BLUE,MAR,PRIM,N,6691,N,N,CEL,13,8,211,2,-1,0,UNK,0
24721,42,MGNT,MAR,PRIM,N,-679,Y,Y,CEL,6,5,159,1,343,2,FAIL,0
24722,35,BLUE,MAR,SEC,N,728,Y,N,UNK,12,6,410,16,-1,0,UNK,0
24723,41,SERV,MAR,SEC,N,446,Y,N,CEL,7,4,93,3,140,2,FAIL,0
24724,25,ADMIN,SIN,SEC,N,425,N,N,CEL,27,5,100,1,-1,0,UNK,0
24725,45,HOUSE,MAR,PRIM,N,1100,N,N,UNK,9,6,331,6,-1,0,UNK,0
24726,54,BLUE,MAR,PRIM,N,10662,N,N,UNK,19,6,256,1,-1,0,UNK,0
24727,55,MGNT,MAR,TER,N,0,Y,Y,CEL,3,9,187,2,-1,0,UNK,0
24728,50,MGNT,MAR,TER,N,3191,N,N,UNK,16,6,535,2,-1,0,UNK,0
24729,32,ENTREP,SIN,PRIM,Y,-849,Y,Y,CEL,4,2,204,1,-1,0,UNK,0
24730,33,TECH,SIN,SEC,N,20,Y,N,CEL,7,8,131,2,-1,0,UNK,0
24731,36,ADMIN,SIN,SEC,N,22,Y,N,CEL,22,7,77,5,-1,0,UNK,0
24732,30,BLUE,MAR,SEC,N,2493,N,N,CEL,28,1,293,2,-1,0,UNK,1
24733,64,retired,MAR,TER,N,380,N,N,CEL,25,8,479,1,-1,0,UNK,1
24734,51,MGNT,MAR,SEC,N,873,N,N,CEL,29,1,273,1,-1,0,UNK,0
24735,61,retired,MAR,SEC,N,243,N,N,CEL,20,4,194,1,-1,0,UNK,1
24736,34,BLUE,MAR,PRIM,N,431,Y,N,CEL,15,5,514,1,-1,0,UNK,0
24737,40,MGNT,SIN,SEC,N,1623,Y,N,CEL,17,11,161,1,167,2,FAIL,0
24738,38,TECH,MAR,TER,N,-1,N,N,CEL,8,8,188,4,-1,0,UNK,0
24739,32,TECH,MAR,TER,N,3538,Y,N,UNK,28,5,95,5,-1,0,UNK,0
24740,48,MGNT,MAR,TER,N,0,Y,N,CEL,26,8,204,2,-1,0,UNK,0
24741,47,SELF,MAR,UNK,N,14,Y,N,CEL,15,5,142,1,-1,0,UNK,0
24742,38,SERV,MAR,SEC,N,2289,N,N,UNK,18,6,89,5,-1,0,UNK,0
24743,44,TECH,MAR,SEC,N,561,Y,N,UNK,30,5,613,2,-1,0,UNK,0
24744,30,SELF,SIN,TER,N,76,N,Y,CEL,23,7,100,2,-1,0,UNK,0
24745,34,MGNT,MAR,TER,N,3064,Y,N,CEL,17,7,324,1,-1,0,UNK,0
24746,36,BLUE,DIV,SEC,N,313,Y,Y,CEL,17,4,264,2,-1,0,UNK,0
24747,53,MGNT,DIV,SEC,N,112,N,Y,CEL,11,8,246,3,-1,0,UNK,0
24748,44,SERV,MAR,SEC,N,1450,Y,N,CEL,14,4,356,1,314,2,FAIL,0
24749,49,MGNT,MAR,TER,N,378,Y,N,UNK,5,5,230,1,-1,0,UNK,0
24750,34,TECH,MAR,SEC,N,114,Y,Y,CEL,4,6,153,1,309,3,OTH,0
24751,37,ADMIN,SIN,SEC,N,0,N,N,CEL,9,7,397,6,-1,0,UNK,0
24752,48,BLUE,MAR,SEC,N,1,N,N,UNK,5,5,669,3,-1,0,UNK,0
24753,36,HOUSE,MAR,SEC,N,2880,N,N,UNK,12,6,283,1,-1,0,UNK,0
24754,33,BLUE,SIN,PRIM,N,863,Y,N,TEL,13,5,622,3,-1,0,UNK,1
24755,30,TECH,SIN,SEC,N,592,Y,N,CEL,15,5,353,1,-1,0,UNK,0
24756,31,MGNT,MAR,TER,N,2603,Y,N,CEL,11,2,280,4,-1,0,UNK,1
24757,39,TECH,SIN,SEC,N,1685,Y,N,CEL,8,5,319,1,368,1,FAIL,0
24758,58,MGNT,MAR,TER,N,211,N,N,UNK,7,5,103,2,-1,0,UNK,0
24759,55,HOUSE,MAR,SEC,N,127,Y,N,TEL,21,7,1130,8,-1,0,UNK,1
24760,49,ADMIN,SIN,SEC,N,4509,N,N,UNK,6,6,42,2,-1,0,UNK,0
24761,36,BLUE,MAR,SEC,N,141,Y,N,UNK,23,5,106,3,-1,0,UNK,0
24762,46,SERV,MAR,SEC,N,-119,Y,N,CEL,15,5,138,2,297,3,FAIL,0
24763,45,SERV,MAR,SEC,N,0,N,N,CEL,5,8,196,2,-1,0,UNK,0
24764,38,SERV,MAR,SEC,N,0,Y,N,TEL,28,7,121,2,-1,0,UNK,0
24765,51,BLUE,MAR,PRIM,N,216,Y,N,CEL,17,4,666,3,274,3,FAIL,0
24766,47,TECH,MAR,SEC,N,0,Y,N,CEL,25,5,234,1,-1,0,UNK,0
24767,55,BLUE,DIV,PRIM,N,39,Y,N,UNK,13,5,343,1,-1,0,UNK,0
24768,32,ADMIN,MAR,SEC,N,340,Y,N,UNK,29,5,665,1,-1,0,UNK,0
24769,54,MGNT,DIV,TER,N,432,Y,N,CEL,6,5,160,1,-1,0,UNK,0
24770,27,HOUSE,MAR,PRIM,N,3,Y,Y,CEL,30,7,64,4,-1,0,UNK,0
24771,47,TECH,MAR,SEC,N,3973,N,N,CEL,6,8,732,2,-1,0,UNK,0
24772,57,retired,MAR,SEC,N,1230,N,N,CEL,6,8,78,4,-1,0,UNK,0
24773,25,BLUE,MAR,SEC,N,1782,Y,N,UNK,19,6,549,1,-1,0,UNK,0
24774,51,MGNT,MAR,TER,N,-892,Y,Y,CEL,14,8,248,2,-1,0,UNK,0
24775,33,ADMIN,MAR,SEC,N,353,Y,N,CEL,19,11,107,2,-1,0,UNK,0
24776,29,ADMIN,SIN,TER,N,14,N,N,CEL,29,9,87,1,120,1,FAIL,0
24777,28,STUD,SIN,SEC,N,153,N,N,CEL,23,7,1124,2,-1,0,UNK,1
24778,33,SELF,MAR,SEC,N,77,N,N,CEL,28,8,958,6,-1,0,UNK,0
24779,20,STUD,SIN,SEC,N,291,N,N,TEL,11,5,172,5,371,5,FAIL,0
24780,36,MGNT,SIN,UNK,N,601,N,N,CEL,2,2,237,2,-1,0,UNK,0
24781,28,SELF,SIN,SEC,N,5679,Y,N,CEL,9,2,701,4,-1,0,UNK,1
24782,76,retired,DIV,PRIM,N,3049,N,N,CEL,24,3,170,3,-1,0,UNK,1
24783,32,MGNT,SIN,TER,N,2343,N,N,CEL,18,7,226,1,-1,0,UNK,0
24784,36,BLUE,SIN,SEC,N,340,N,Y,UNK,16,6,559,3,-1,0,UNK,0
24785,35,TECH,SIN,SEC,N,0,N,N,CEL,26,8,259,2,-1,0,UNK,0
24786,60,retired,MAR,SEC,N,374,N,N,CEL,19,8,276,2,-1,0,UNK,0
24787,25,SERV,SIN,SEC,N,54,Y,N,UNK,13,5,318,2,-1,0,UNK,0
24788,34,ADMIN,SIN,TER,N,64,Y,N,CEL,28,7,76,2,-1,0,UNK,0
24789,37,TECH,SIN,SEC,N,980,N,N,CEL,8,8,1306,5,-1,0,UNK,1
24790,41,SERV,MAR,SEC,N,1141,Y,N,CEL,29,1,75,1,247,1,FAIL,0
24791,45,ADMIN,SIN,SEC,N,276,N,Y,UNK,9,6,346,2,-1,0,UNK,0
24792,26,MGNT,SIN,TER,N,2692,N,N,UNK,28,5,159,2,-1,0,UNK,0
24793,27,UNEMP,SIN,SEC,N,3276,N,N,CEL,5,8,106,1,110,2,OTH,0
24794,39,TECH,SIN,SEC,N,1355,Y,N,CEL,14,5,1180,1,-1,0,UNK,1
24795,42,SERV,MAR,SEC,N,-43,Y,Y,UNK,27,5,363,3,-1,0,UNK,0
24796,55,SELF,MAR,SEC,N,2387,Y,N,CEL,25,7,155,4,-1,0,UNK,0
24797,29,BLUE,MAR,PRIM,N,707,N,N,CEL,7,7,210,1,-1,0,UNK,0
24798,23,BLUE,MAR,SEC,N,272,N,N,CEL,14,8,100,2,-1,0,UNK,1
24799,35,BLUE,DIV,TER,N,3547,Y,N,CEL,19,11,289,1,-1,0,UNK,0
24800,47,SERV,DIV,SEC,N,164,N,N,UNK,5,5,212,1,-1,0,UNK,0
24801,35,MGNT,MAR,TER,N,1193,Y,N,UNK,2,6,101,2,-1,0,UNK,0
24802,55,HOUSE,MAR,SEC,N,139,N,N,CEL,22,8,256,2,-1,0,UNK,0
24803,32,BLUE,SIN,PRIM,N,354,N,N,CEL,4,2,239,1,196,8,FAIL,0
24804,28,STUD,SIN,TER,N,290,Y,N,TEL,27,11,24,1,-1,0,UNK,0
24805,24,STUD,SIN,SEC,N,1684,N,N,CEL,6,4,112,4,-1,0,UNK,0
24806,78,retired,MAR,TER,N,226,N,N,TEL,6,11,136,1,-1,0,UNK,0
24807,47,BLUE,MAR,PRIM,N,209,N,N,CEL,27,8,77,6,-1,0,UNK,0
24808,56,MGNT,DIV,SEC,N,278,Y,N,UNK,17,6,269,1,-1,0,UNK,0
24809,51,TECH,DIV,SEC,N,131,Y,N,CEL,18,11,193,1,-1,0,UNK,0
24810,51,HOUSE,MAR,UNK,N,2337,Y,N,CEL,16,4,251,2,266,3,OTH,1
24811,47,TECH,SIN,SEC,N,80,Y,N,CEL,16,7,169,5,-1,0,UNK,0
24812,35,TECH,SIN,SEC,N,2151,Y,N,UNK,8,5,294,1,-1,0,UNK,0
24813,32,SERV,SIN,SEC,N,228,Y,N,UNK,20,5,257,1,-1,0,UNK,0
24814,56,BLUE,MAR,UNK,N,665,Y,N,UNK,20,6,109,2,-1,0,UNK,0
24815,32,MGNT,SIN,TER,N,796,N,Y,CEL,30,4,198,1,160,1,FAIL,0
24816,31,MGNT,MAR,TER,N,1224,Y,Y,CEL,24,7,1441,2,-1,0,UNK,1
24817,39,MGNT,SIN,TER,N,816,Y,N,CEL,27,8,37,3,-1,0,UNK,0
24818,28,SERV,MAR,SEC,N,633,N,Y,CEL,25,7,95,1,-1,0,UNK,0
24819,37,TECH,SIN,TER,N,0,Y,N,CEL,23,7,366,6,-1,0,UNK,1
24820,26,SERV,MAR,SEC,N,25,N,N,CEL,9,7,94,1,-1,0,UNK,0
24821,36,SERV,SIN,SEC,N,260,Y,N,UNK,27,5,132,8,-1,0,UNK,0
24822,51,BLUE,MAR,SEC,N,0,Y,Y,CEL,22,7,124,2,-1,0,UNK,0
24823,46,SELF,MAR,TER,N,2421,N,N,CEL,11,8,170,4,-1,0,UNK,0
24824,43,MGNT,MAR,TER,N,9,Y,N,TEL,8,5,142,3,358,3,FAIL,0
24825,59,SELF,MAR,SEC,N,0,N,N,CEL,18,8,203,4,-1,0,UNK,0
24826,30,MGNT,SIN,TER,N,62,Y,N,CEL,29,7,90,5,-1,0,UNK,0
24827,42,BLUE,MAR,SEC,N,250,Y,N,CEL,17,4,42,3,-1,0,UNK,0
24828,44,ENTREP,MAR,TER,N,0,Y,N,UNK,9,7,300,1,-1,0,UNK,0
24829,59,MGNT,MAR,PRIM,N,1727,N,N,TEL,25,5,500,4,358,2,FAIL,1
24830,44,MGNT,MAR,UNK,N,282,N,N,CEL,9,3,700,2,154,3,SUC,1
24831,47,TECH,MAR,SEC,N,335,N,N,CEL,4,5,417,1,76,1,SUC,1
24832,43,UNEMP,MAR,TER,N,0,N,N,CEL,18,10,464,1,94,2,SUC,1
24833,37,TECH,SIN,SEC,N,255,N,N,UNK,5,6,447,2,-1,0,UNK,0
24834,30,TECH,MAR,SEC,N,1211,Y,N,CEL,18,5,176,1,-1,0,UNK,0
24835,29,MGNT,MAR,TER,N,135,N,N,CEL,29,7,225,4,-1,0,UNK,0
24836,33,SERV,MAR,SEC,N,2533,Y,N,CEL,18,5,16,6,180,2,OTH,0
24837,33,ADMIN,MAR,SEC,N,0,Y,N,TEL,17,7,1448,7,-1,0,UNK,1
24838,39,BLUE,MAR,UNK,N,0,Y,N,UNK,26,5,470,1,-1,0,UNK,0
24839,38,BLUE,MAR,SEC,N,526,Y,N,UNK,20,5,919,2,-1,0,UNK,0
24840,36,BLUE,MAR,SEC,N,0,Y,N,CEL,17,11,273,2,131,1,FAIL,0
24841,31,MGNT,SIN,TER,N,2915,N,N,CEL,3,2,211,1,-1,0,UNK,0
24842,27,ADMIN,MAR,SEC,N,1293,Y,N,CEL,8,4,1665,3,-1,0,UNK,1
24843,51,BLUE,MAR,SEC,N,984,Y,N,TEL,7,4,353,4,-1,0,UNK,0
24844,44,BLUE,MAR,SEC,N,1087,Y,N,UNK,19,5,100,2,-1,0,UNK,0
24845,29,TECH,SIN,SEC,N,70,Y,Y,CEL,14,5,400,2,-1,0,UNK,0
24846,31,SERV,SIN,SEC,N,6374,Y,N,UNK,23,5,922,2,-1,0,UNK,0
24847,36,SELF,MAR,TER,N,19,N,N,UNK,5,5,189,2,-1,0,UNK,0
24848,19,STUD,SIN,SEC,N,527,N,N,CEL,4,9,154,3,-1,0,UNK,0
24849,31,ENTREP,SIN,TER,N,247,Y,Y,UNK,2,6,273,1,-1,0,UNK,0
24850,37,TECH,MAR,SEC,N,427,Y,Y,UNK,27,5,335,3,-1,0,UNK,0
24851,51,MGNT,MAR,TER,N,-714,N,N,CEL,18,7,83,2,-1,0,UNK,0
24852,37,SERV,MAR,SEC,N,217,Y,N,CEL,11,5,152,1,-1,0,UNK,0
24853,33,ADMIN,MAR,TER,N,88,Y,Y,CEL,18,11,86,1,-1,0,UNK,0
24854,39,BLUE,MAR,SEC,N,1751,N,N,CEL,9,7,178,2,-1,0,UNK,0
24855,42,SERV,DIV,SEC,N,444,N,N,CEL,21,11,171,1,-1,0,UNK,0
24856,39,MGNT,MAR,TER,N,12,Y,N,UNK,23,5,130,1,-1,0,UNK,0
24857,27,HOUSE,MAR,SEC,N,4848,Y,Y,TEL,23,7,82,3,-1,0,UNK,0
24858,33,TECH,MAR,SEC,Y,-708,N,N,CEL,29,8,93,2,-1,0,UNK,0
24859,50,ADMIN,MAR,SEC,N,0,Y,Y,UNK,26,6,626,2,-1,0,UNK,0
24860,28,ADMIN,SIN,SEC,N,26,Y,N,CEL,7,5,227,2,-1,0,UNK,0
24861,41,MGNT,MAR,TER,N,5,Y,N,CEL,7,4,542,3,140,3,FAIL,0
24862,66,retired,MAR,SEC,N,3409,N,N,CEL,19,10,133,3,160,3,FAIL,0
24863,59,MGNT,MAR,TER,N,2020,N,Y,UNK,9,6,250,2,-1,0,UNK,0
24864,35,MGNT,MAR,TER,N,1906,Y,N,CEL,16,4,102,1,148,5,OTH,0
24865,35,SERV,SIN,SEC,N,5551,Y,N,CEL,20,11,258,1,-1,0,UNK,0
24866,31,MGNT,SIN,TER,N,2137,N,N,CEL,6,2,132,1,-1,0,UNK,0
24867,71,retired,MAR,SEC,N,29941,N,N,TEL,18,6,80,1,71,3,OTH,0
24868,37,MGNT,SIN,TER,N,3452,Y,N,CEL,29,8,8,9,-1,0,UNK,0
24869,31,BLUE,MAR,TER,N,-35,N,N,CEL,20,11,952,2,-1,0,UNK,1
24870,53,TECH,SIN,TER,N,757,Y,N,CEL,7,5,122,2,-1,0,UNK,0
24871,46,MGNT,MAR,TER,N,3,N,N,CEL,18,8,92,4,-1,0,UNK,0
24872,48,BLUE,MAR,PRIM,N,14,N,Y,CEL,7,7,120,1,-1,0,UNK,0
24873,55,BLUE,MAR,PRIM,N,472,N,N,UNK,12,6,80,2,-1,0,UNK,0
24874,43,TECH,DIV,SEC,N,167,N,N,CEL,4,8,211,3,-1,0,UNK,0
24875,37,MGNT,DIV,TER,N,168,Y,N,UNK,5,6,227,1,-1,0,UNK,0
24876,29,BLUE,SIN,TER,N,98,N,N,CEL,10,8,170,2,-1,0,UNK,0
24877,60,MGNT,MAR,TER,N,73,N,N,TEL,8,8,243,2,-1,0,UNK,1
24878,52,TECH,MAR,UNK,N,370,Y,N,CEL,15,7,101,2,-1,0,UNK,0
24879,60,retired,DIV,PRIM,N,1327,Y,Y,UNK,14,5,80,1,-1,0,UNK,0
24880,43,MGNT,MAR,TER,N,1,N,N,CEL,22,8,239,4,-1,0,UNK,0
24881,28,BLUE,SIN,SEC,N,402,Y,N,CEL,18,5,632,1,-1,0,UNK,0
24882,55,HOUSE,MAR,PRIM,N,4,N,N,CEL,21,11,85,3,-1,0,UNK,0
24883,55,retired,MAR,SEC,N,168,N,N,CEL,19,8,79,2,-1,0,UNK,0
24884,35,ADMIN,MAR,SEC,N,0,N,N,CEL,17,7,80,5,-1,0,UNK,0
24885,33,BLUE,MAR,PRIM,N,-132,Y,Y,CEL,18,5,170,6,-1,0,UNK,0
24886,51,SELF,MAR,PRIM,N,106,Y,N,TEL,6,5,217,1,169,5,FAIL,0
24887,35,ADMIN,DIV,SEC,N,579,Y,N,UNK,23,5,250,3,-1,0,UNK,0
24888,34,TECH,MAR,UNK,N,863,N,N,CEL,21,11,360,2,-1,0,UNK,0
24889,28,BLUE,MAR,SEC,N,619,N,N,TEL,7,7,327,2,-1,0,UNK,0
24890,56,TECH,MAR,SEC,N,61,N,Y,CEL,8,7,75,1,-1,0,UNK,0
24891,27,ADMIN,SIN,TER,N,73,N,N,CEL,29,1,242,1,-1,0,UNK,0
24892,49,TECH,MAR,SEC,N,0,Y,N,CEL,11,7,178,2,-1,0,UNK,0
24893,46,MGNT,DIV,TER,N,624,N,N,CEL,18,3,420,1,276,1,OTH,1
24894,33,TECH,MAR,SEC,N,390,Y,N,CEL,8,8,151,2,-1,0,UNK,0
24895,43,MGNT,MAR,TER,N,40,N,N,CEL,10,2,147,1,-1,0,UNK,1
24896,32,TECH,MAR,SEC,N,5122,N,N,CEL,13,8,31,1,-1,0,UNK,0
24897,49,ADMIN,MAR,PRIM,N,305,Y,Y,UNK,26,5,232,1,-1,0,UNK,0
24898,43,SELF,MAR,SEC,N,14144,Y,N,CEL,21,11,504,1,-1,0,UNK,1
24899,51,BLUE,MAR,PRIM,N,176,N,Y,CEL,26,8,80,2,-1,0,UNK,0
24900,39,BLUE,MAR,PRIM,N,1433,Y,N,CEL,8,5,182,2,366,1,OTH,0
24901,38,BLUE,MAR,PRIM,N,1630,Y,N,CEL,17,6,101,3,94,19,OTH,0
24902,36,BLUE,MAR,SEC,N,136,Y,N,UNK,4,6,38,2,-1,0,UNK,0
24903,43,MGNT,MAR,SEC,N,2411,Y,N,CEL,11,8,124,7,-1,0,UNK,0
24904,49,MGNT,MAR,SEC,N,249,N,N,TEL,6,11,234,1,-1,0,UNK,1
24905,38,TECH,MAR,SEC,N,175,Y,N,UNK,30,5,264,1,-1,0,UNK,0
24906,33,SERV,MAR,TER,N,546,Y,Y,CEL,3,2,54,2,270,1,FAIL,0
24907,55,MGNT,DIV,TER,N,2383,N,N,CEL,3,6,591,2,-1,0,UNK,1
24908,25,ADMIN,SIN,TER,N,407,Y,N,UNK,3,6,579,1,-1,0,UNK,0
24909,30,BLUE,SIN,UNK,N,194,Y,N,UNK,16,5,410,1,-1,0,UNK,0
24910,44,MGNT,MAR,SEC,N,8262,Y,N,CEL,23,7,201,16,-1,0,UNK,0
24911,36,TECH,MAR,SEC,N,930,N,N,CEL,14,8,175,2,-1,0,UNK,0
24912,29,MGNT,SIN,TER,N,-223,N,Y,CEL,9,7,208,1,-1,0,UNK,0
24913,47,BLUE,DIV,SEC,Y,-535,Y,N,CEL,30,7,71,2,-1,0,UNK,0
24914,67,retired,MAR,TER,N,701,N,N,CEL,6,8,254,2,-1,0,UNK,1
24915,31,ADMIN,DIV,SEC,N,2980,N,N,CEL,20,4,930,4,292,2,OTH,0
24916,39,HOUSE,MAR,TER,N,315,N,N,CEL,28,8,53,4,-1,0,UNK,0
24917,24,STUD,SIN,TER,N,603,Y,N,CEL,12,5,157,5,-1,0,UNK,0
24918,38,ENTREP,DIV,SEC,N,1190,Y,N,CEL,7,12,347,4,186,5,SUC,0
24919,52,ADMIN,SIN,SEC,N,-346,Y,Y,UNK,19,5,147,3,-1,0,UNK,0
24920,54,ADMIN,MAR,SEC,N,3729,N,Y,CEL,18,11,597,2,116,1,OTH,0
24921,36,TECH,DIV,SEC,N,666,Y,Y,CEL,3,4,190,1,133,1,OTH,0
24922,53,MGNT,DIV,TER,N,2152,N,N,CEL,4,5,520,2,80,3,SUC,0
24923,55,MGNT,MAR,SEC,N,190,N,N,UNK,9,6,271,2,-1,0,UNK,0
24924,41,TECH,MAR,SEC,N,923,Y,N,CEL,7,7,141,3,-1,0,UNK,0
24925,30,ADMIN,SIN,TER,N,726,N,N,CEL,29,1,103,1,-1,0,UNK,0
24926,36,BLUE,MAR,SEC,N,928,N,N,CEL,17,4,224,3,-1,0,UNK,0
24927,36,MGNT,MAR,TER,N,-381,Y,N,CEL,31,7,30,29,-1,0,UNK,0
24928,29,SELF,SIN,TER,N,1457,Y,N,CEL,7,4,89,1,314,1,OTH,0
24929,42,TECH,SIN,UNK,N,344,Y,N,UNK,3,6,26,7,-1,0,UNK,0
24930,46,BLUE,MAR,SEC,N,-216,Y,N,CEL,28,7,404,3,-1,0,UNK,0
24931,45,ADMIN,MAR,SEC,N,1097,Y,Y,CEL,9,7,180,1,-1,0,UNK,0
24932,28,BLUE,SIN,SEC,N,0,Y,N,CEL,8,5,191,3,-1,0,UNK,0
24933,56,BLUE,MAR,SEC,N,1316,N,N,CEL,30,7,76,5,-1,0,UNK,0
24934,34,TECH,MAR,TER,N,31,N,N,UNK,24,2,108,1,-1,0,UNK,0
24935,41,ADMIN,SIN,SEC,Y,0,N,Y,CEL,21,11,305,6,-1,0,UNK,0
24936,32,ADMIN,MAR,TER,N,-421,Y,Y,UNK,28,5,101,2,-1,0,UNK,0
24937,23,TECH,SIN,SEC,N,28,Y,N,CEL,17,4,183,3,325,2,FAIL,0
24938,49,ADMIN,MAR,SEC,N,1323,Y,N,CEL,18,11,84,1,-1,0,UNK,0
24939,37,ADMIN,SIN,SEC,N,115,N,N,CEL,4,2,187,1,83,9,FAIL,0
24940,39,MGNT,MAR,SEC,N,1072,Y,N,UNK,27,5,1168,2,-1,0,UNK,0
24941,39,MGNT,MAR,TER,N,0,Y,N,CEL,5,5,811,2,-1,0,UNK,1
24942,57,ADMIN,MAR,UNK,N,2038,N,N,CEL,9,8,628,1,182,2,FAIL,1
24943,34,MGNT,MAR,TER,N,5195,N,N,CEL,21,11,25,3,-1,0,UNK,0
24944,39,BLUE,SIN,SEC,N,653,N,N,UNK,11,6,54,4,-1,0,UNK,0
24945,34,TECH,MAR,TER,N,116,N,N,CEL,8,5,413,2,-1,0,UNK,0
24946,51,MGNT,MAR,TER,N,346,N,N,CEL,12,2,122,1,92,5,SUC,1
24947,54,TECH,MAR,SEC,N,42,N,Y,UNK,3,7,389,2,-1,0,UNK,0
24948,46,MGNT,MAR,TER,N,1103,Y,N,CEL,13,5,185,2,278,3,FAIL,0
24949,40,MGNT,DIV,TER,N,1038,N,N,CEL,7,8,162,5,-1,0,UNK,0
24950,45,UNEMP,DIV,SEC,N,728,Y,Y,CEL,18,11,107,1,-1,0,UNK,0
24951,32,MGNT,SIN,TER,N,1512,N,Y,CEL,14,8,133,4,-1,0,UNK,0
24952,38,ADMIN,DIV,SEC,N,74,Y,N,CEL,23,7,279,3,-1,0,UNK,0
24953,51,BLUE,MAR,PRIM,N,3726,N,Y,CEL,27,8,119,12,-1,0,UNK,0
24954,32,MGNT,SIN,UNK,N,787,N,N,CEL,28,1,92,1,-1,0,UNK,0
24955,24,TECH,MAR,SEC,N,556,Y,N,CEL,6,11,368,2,80,2,SUC,1
24956,43,ADMIN,MAR,SEC,N,1996,N,Y,CEL,31,7,34,3,-1,0,UNK,0
24957,57,BLUE,MAR,PRIM,N,1502,Y,N,UNK,28,5,269,2,-1,0,UNK,0
24958,43,BLUE,SIN,PRIM,N,548,Y,N,UNK,7,5,98,1,-1,0,UNK,0
24959,31,MGNT,MAR,TER,N,156,N,N,CEL,13,8,657,7,-1,0,UNK,1
24960,39,ADMIN,MAR,SEC,N,70,Y,N,CEL,31,7,13,11,-1,0,UNK,0
24961,32,MGNT,SIN,TER,N,17,N,N,CEL,22,8,72,4,-1,0,UNK,0
24962,43,SERV,MAR,SEC,N,3608,Y,N,UNK,16,5,165,6,-1,0,UNK,0
24963,54,retired,MAR,SEC,N,153,Y,Y,UNK,26,5,74,1,-1,0,UNK,0
24964,33,BLUE,MAR,PRIM,N,-195,N,N,UNK,20,9,9,1,-1,0,UNK,0
24965,26,BLUE,MAR,UNK,N,407,Y,N,UNK,28,5,346,2,-1,0,UNK,0
24966,42,ENTREP,MAR,PRIM,N,759,Y,N,TEL,13,5,80,1,343,10,FAIL,0
24967,29,TECH,SIN,SEC,N,825,N,N,CEL,25,6,472,2,-1,0,UNK,1
24968,43,MGNT,SIN,SEC,N,2968,N,N,UNK,20,6,30,4,-1,0,UNK,0
24969,49,BLUE,MAR,PRIM,N,0,Y,Y,TEL,23,7,97,6,-1,0,UNK,0
24970,49,ADMIN,MAR,SEC,N,1530,Y,N,UNK,15,5,173,1,-1,0,UNK,0
24971,79,retired,MAR,PRIM,N,8556,N,N,TEL,18,1,326,2,272,2,SUC,1
